Name,Email,Course,Age
Student_131,user_131@gmail.com,Unknown,21
Student_132,user_132@gmail.com,Automation,32
Student_133,user_133@gmail.com,Automation,32
Student_134,user_134@gmail.com,Unknown,38
Student_135,user_135.email.com,Unknown,27
Student_136,user_136.email.com,Unknown,21
Student_137,user_137@student.ac.uk,Automation,21
Student_138,user_138@gmail.com,Automation,21
Student_139,user_139.email.com,Business,18
Student_140,user_140.email.com,Automation,20
Student_141,user_141@student.ac.uk,Business,18
Student_142,user_142@student.ac.uk,Automation,35
Student_143,user_143@student.ac.uk,Unknown,15
Student_144,user_144@email.com,Automation,40
Student_145,user_145@student.ac.uk,Unknown,17
Student_146,user_146.email.com,Automation,26
Student_147,user_147@student.ac.uk,Automation,25
Student_148,user_148@email.com,Business,27
Student_149,user_149.email.com,Business,32
Student_150,user_150@student.ac.uk,Computing,44
Student_151,user_151@student.ac.uk,Unknown,18
Student_152,user_152@gmail.com,Business,30
Student_153,user_153@student.ac.uk,Computing,30
Student_154,user_154.email.com,Computing,41
Student_155,user_155@email.com,Computing,16
Student_156,user_156.email.com,Business,41
Student_157,user_157@gmail.com,Automation,41
Student_158,user_158@email.com,Business,19
Student_159,user_159@email.com,Computing,14
Student_160,user_160@email.com,Computing,34
Student_161,user_161@student.ac.uk,Computing,21
Student_162,user_162@email.com,Business,21
Student_163,user_163.email.com,Business,27
Student_164,user_164@student.ac.uk,Computing,40
Student_165,user_165@email.com,Automation,41
Student_166,user_166@gmail.com,Unknown,42
Student_167,user_167@gmail.com,Unknown,40
Student_168,user_168@email.com,Business,19
Student_169,user_169@student.ac.uk,Business,35
Student_170,user_170.email.com,Automation,31
Student_171,user_171@student.ac.uk,Computing,21
Student_172,user_172@student.ac.uk,Automation,31
Student_173,user_173@student.ac.uk,Automation,30
Student_174,user_174@student.ac.uk,Unknown,24
Student_175,user_175@student.ac.uk,Business,16
Student_176,user_176@gmail.com,Automation,26
Student_177,user_177@email.com,Automation,17
Student_178,user_178.email.com,Automation,22
Student_179,user_179.email.com,Unknown,22
Student_180,user_180.email.com,Unknown,31
Student_181,user_181@email.com,Business,40
Student_182,user_182@student.ac.uk,Computing,36
Student_183,user_183@email.com,Unknown,25
Student_184,user_184@gmail.com,Automation,42
Student_185,user_185@student.ac.uk,Automation,40
Student_186,user_186@email.com,Automation,28
Student_187,user_187@gmail.com,Business,20
Student_188,user_188@student.ac.uk,Unknown,36
Student_189,user_189@student.ac.uk,Business,44
Student_190,user_190.email.com,Business,28
Student_191,user_191@gmail.com,Automation,17
Student_192,user_192@student.ac.uk,Business,18
Student_193,user_193.email.com,Business,43
Student_194,user_194@gmail.com,Unknown,39
Student_195,user_195@email.com,Automation,25
Student_196,user_196@student.ac.uk,Unknown,18
Student_197,user_197@student.ac.uk,Automation,22
Student_198,user_198@gmail.com,Unknown,26
Student_199,user_199@email.com,Computing,17
Student_200,user_200@gmail.com,Unknown,32
Student_201,user_201@email.com,Computing,43
Student_202,user_202@gmail.com,Computing,22
Student_203,user_203@student.ac.uk,Business,17
Student_204,user_204@gmail.com,Business,33
Student_205,user_205@gmail.com,Business,37
Student_206,user_206@student.ac.uk,Computing,44
Student_207,user_207.email.com,Automation,34
Student_208,user_208@email.com,Unknown,24
Student_209,user_209@email.com,Business,35
Student_210,user_210@student.ac.uk,Unknown,24
Student_211,user_211@email.com,Automation,45
Student_212,user_212@student.ac.uk,Computing,34
Student_213,user_213@student.ac.uk,Computing,29
Student_214,user_214@student.ac.uk,Computing,37
Student_215,user_215@student.ac.uk,Automation,36
Student_216,user_216@student.ac.uk,Automation,44
Student_217,user_217.email.com,Automation,27
Student_218,user_218@student.ac.uk,Computing,41
Student_219,user_219.email.com,Business,27
Student_220,user_220@gmail.com,Unknown,24
Student_221,user_221@email.com,Unknown,36
Student_222,user_222@student.ac.uk,Automation,40
Student_223,user_223@gmail.com,Automation,23
Student_224,user_224@gmail.com,Business,19
Student_225,user_225@gmail.com,Automation,22
Student_226,user_226.email.com,Computing,22
Student_227,user_227@gmail.com,Automation,35
Student_228,user_228@gmail.com,Automation,31
Student_229,user_229@student.ac.uk,Automation,14
Student_230,user_230@email.com,Computing,34
Student_231,user_231@student.ac.uk,Automation,40
Student_232,user_232@gmail.com,Unknown,23
Student_233,user_233@gmail.com,Automation,35
Student_234,user_234@student.ac.uk,Computing,33
Student_235,user_235@student.ac.uk,Unknown,15
Student_236,user_236.email.com,Computing,22
Student_237,user_237@email.com,Computing,29
Student_238,user_238.email.com,Unknown,16
Student_239,user_239@gmail.com,Business,26
Student_240,user_240@student.ac.uk,Business,34
Student_241,user_241@student.ac.uk,Business,42
Student_242,user_242.email.com,Business,38
Student_243,user_243@student.ac.uk,Unknown,28
Student_244,user_244@email.com,Computing,35
Student_245,user_245@gmail.com,Unknown,23
Student_246,user_246@gmail.com,Business,23
Student_247,user_247@student.ac.uk,Business,40
Student_248,user_248@email.com,Unknown,37
Student_249,user_249@gmail.com,Unknown,32
Student_250,user_250.email.com,Automation,16
Student_251,user_251.email.com,Unknown,20
Student_252,user_252@student.ac.uk,Automation,14
Student_253,user_253@student.ac.uk,Automation,43
Student_254,user_254.email.com,Automation,23
Student_255,user_255.email.com,Automation,40
Student_256,user_256@email.com,Unknown,34
Student_257,user_257.email.com,Computing,42
Student_258,user_258@gmail.com,Business,39
Student_259,user_259.email.com,Unknown,36
Student_260,user_260@email.com,Computing,25
Student_261,user_261@email.com,Unknown,20
Student_262,user_262.email.com,Computing,32
Student_263,user_263@gmail.com,Unknown,40
Student_264,user_264@student.ac.uk,Unknown,29
Student_265,user_265.email.com,Automation,43
Student_266,user_266.email.com,Unknown,39
Student_267,user_267@student.ac.uk,Automation,43
Student_268,user_268@gmail.com,Automation,23
Student_269,user_269@student.ac.uk,Business,16
Student_270,user_270@email.com,Business,29
Student_271,user_271@email.com,Unknown,15
Student_272,user_272@gmail.com,Unknown,15
Student_273,user_273.email.com,Business,24
Student_274,user_274@email.com,Computing,18
Student_275,user_275@student.ac.uk,Computing,21
Student_276,user_276.email.com,Unknown,43
Student_277,user_277@gmail.com,Unknown,37
Student_278,user_278@gmail.com,Computing,45
Student_279,user_279@email.com,Automation,20
Student_280,user_280.email.com,Business,20
Student_281,user_281.email.com,Computing,45
Student_282,user_282.email.com,Business,40
Student_283,user_283.email.com,Automation,41
Student_284,user_284.email.com,Computing,18
Student_285,user_285@gmail.com,Unknown,24
Student_286,user_286.email.com,Unknown,38
Student_287,user_287@student.ac.uk,Automation,16
Student_288,user_288@email.com,Unknown,36
Student_289,user_289@email.com,Unknown,28
Student_290,user_290@student.ac.uk,Computing,30
Student_291,user_291@gmail.com,Automation,36
Student_292,user_292@email.com,Unknown,43
Student_293,user_293@student.ac.uk,Unknown,32
Student_294,user_294.email.com,Computing,43
Student_295,user_295.email.com,Business,30
Student_296,user_296.email.com,Unknown,35
Student_297,user_297@student.ac.uk,Unknown,17
Student_298,user_298@email.com,Unknown,32
Student_299,user_299@email.com,Business,35
Student_300,user_300@gmail.com,Unknown,42
Student_301,user_301@student.ac.uk,Computing,18
Student_302,user_302@email.com,Business,37
Student_303,user_303.email.com,Computing,44
Student_304,user_304@email.com,Business,20
Student_305,user_305@gmail.com,Business,24
Student_306,user_306.email.com,Unknown,41
Student_307,user_307@email.com,Computing,20
Student_308,user_308@gmail.com,Automation,37
Student_309,user_309@email.com,Unknown,22
Student_310,user_310@gmail.com,Unknown,43
Student_311,user_311@student.ac.uk,Automation,35
Student_312,user_312@email.com,Automation,20
Student_313,user_313@student.ac.uk,Unknown,35
Student_314,user_314@gmail.com,Computing,34
Student_315,user_315@student.ac.uk,Unknown,39
Student_316,user_316.email.com,Automation,16
Student_317,user_317@email.com,Computing,20
Student_318,user_318.email.com,Computing,26
Student_319,user_319@student.ac.uk,Automation,27
Student_320,user_320@student.ac.uk,Automation,33
Student_321,user_321@gmail.com,Unknown,20
Student_322,user_322@email.com,Computing,36
Student_323,user_323@gmail.com,Business,38
Student_324,user_324@email.com,Automation,45
Student_325,user_325@gmail.com,Automation,29
Student_326,user_326@gmail.com,Computing,25
Student_327,user_327@student.ac.uk,Computing,28
Student_328,user_328@gmail.com,Automation,14
Student_329,user_329.email.com,Computing,30
Student_330,user_330@email.com,Computing,31
Student_331,user_331@student.ac.uk,Automation,33
Student_332,user_332@email.com,Automation,34
Student_333,user_333@gmail.com,Business,40
Student_334,user_334@email.com,Business,34
Student_335,user_335@gmail.com,Unknown,33
Student_336,user_336@email.com,Unknown,31
Student_337,user_337.email.com,Business,20
Student_338,user_338@student.ac.uk,Unknown,38
Student_339,user_339@gmail.com,Automation,24
Student_340,user_340@email.com,Computing,14
Student_341,user_341@email.com,Business,35
Student_342,user_342@student.ac.uk,Computing,25
Student_343,user_343@student.ac.uk,Computing,22
Student_344,user_344@gmail.com,Business,20
Student_345,user_345@email.com,Business,44
Student_346,user_346@email.com,Computing,24
Student_347,user_347.email.com,Computing,24
Student_348,user_348@gmail.com,Business,34
Student_349,user_349.email.com,Automation,28
Student_350,user_350@email.com,Automation,16
Student_351,user_351.email.com,Business,14
Student_352,user_352@gmail.com,Unknown,42
Student_353,user_353@gmail.com,Business,27
Student_354,user_354.email.com,Unknown,19
Student_355,user_355.email.com,Unknown,30
Student_356,user_356.email.com,Unknown,29
Student_357,user_357@email.com,Business,33
Student_358,user_358@email.com,Business,18
Student_359,user_359.email.com,Business,44
Student_360,user_360@email.com,Business,37
Student_361,user_361@gmail.com,Computing,16
Student_362,user_362@gmail.com,Business,36
Student_363,user_363@gmail.com,Business,36
Student_364,user_364.email.com,Business,37
Student_365,user_365@student.ac.uk,Unknown,32
Student_366,user_366@email.com,Business,20
Student_367,user_367@email.com,Computing,43
Student_368,user_368@student.ac.uk,Unknown,40
Student_369,user_369@email.com,Business,41
Student_370,user_370.email.com,Unknown,26
Student_371,user_371.email.com,Business,22
Student_372,user_372.email.com,Automation,35
Student_373,user_373@email.com,Unknown,40
Student_374,user_374@email.com,Unknown,29
Student_375,user_375.email.com,Unknown,20
Student_376,user_376.email.com,Automation,21
Student_377,user_377.email.com,Business,26
Student_378,user_378.email.com,Unknown,33
Student_379,user_379@gmail.com,Business,32
Student_380,user_380@gmail.com,Unknown,18
Student_381,user_381@student.ac.uk,Computing,31
Student_382,user_382@student.ac.uk,Automation,37
Student_383,user_383@gmail.com,Unknown,26
Student_384,user_384.email.com,Business,25
Student_385,user_385@email.com,Unknown,38
Student_386,user_386@email.com,Unknown,18
Student_387,user_387.email.com,Computing,31
Student_388,user_388@email.com,Computing,36
Student_389,user_389@student.ac.uk,Business,40
Student_390,user_390@gmail.com,Computing,20
Student_391,user_391@student.ac.uk,Business,35
Student_392,user_392@email.com,Business,32
Student_393,user_393.email.com,Unknown,30
Student_394,user_394@email.com,Business,42
Student_395,user_395.email.com,Unknown,37
Student_396,user_396@email.com,Automation,35
Student_397,user_397@gmail.com,Unknown,39
Student_398,user_398@email.com,Business,32
Student_399,user_399@gmail.com,Computing,42
Student_400,user_400.email.com,Business,18
Student_401,user_401@email.com,Business,44
Student_402,user_402@email.com,Unknown,33
Student_403,user_403.email.com,Automation,15
Student_404,user_404@gmail.com,Unknown,36
Student_405,user_405@gmail.com,Computing,31
Student_406,user_406.email.com,Computing,27
Student_407,user_407.email.com,Unknown,14
Student_408,user_408@student.ac.uk,Unknown,19
Student_409,user_409@student.ac.uk,Automation,15
Student_410,user_410@gmail.com,Computing,38
Student_411,user_411@email.com,Unknown,35
Student_412,user_412@gmail.com,Computing,22
Student_413,user_413@gmail.com,Automation,27
Student_414,user_414@student.ac.uk,Computing,37
Student_415,user_415@email.com,Business,14
Student_416,user_416@gmail.com,Business,28
Student_417,user_417@gmail.com,Computing,38
Student_418,user_418.email.com,Business,19
Student_419,user_419@student.ac.uk,Unknown,36
Student_420,user_420@gmail.com,Automation,45
Student_421,user_421@gmail.com,Computing,31
Student_422,user_422.email.com,Automation,14
Student_423,user_423@student.ac.uk,Automation,38
Student_424,user_424@student.ac.uk,Automation,32
Student_425,user_425@student.ac.uk,Computing,19
Student_426,user_426@student.ac.uk,Business,30
Student_427,user_427@student.ac.uk,Computing,20
Student_428,user_428.email.com,Business,14
Student_429,user_429.email.com,Computing,16
Student_430,user_430@student.ac.uk,Automation,34
Student_431,user_431.email.com,Unknown,37
Student_432,user_432.email.com,Computing,28
Student_433,user_433@student.ac.uk,Automation,28
Student_434,user_434@student.ac.uk,Business,43
Student_435,user_435@gmail.com,Automation,32
Student_436,user_436@gmail.com,Business,45
Student_437,user_437@student.ac.uk,Computing,29
Student_438,user_438.email.com,Business,36
Student_439,user_439@gmail.com,Unknown,34
Student_440,user_440.email.com,Computing,33
Student_441,user_441@email.com,Unknown,33
Student_442,user_442.email.com,Unknown,28
Student_443,user_443@email.com,Business,20
Student_444,user_444@gmail.com,Unknown,27
Student_445,user_445@email.com,Automation,35
Student_446,user_446@email.com,Unknown,42
Student_447,user_447@gmail.com,Computing,25
Student_448,user_448@gmail.com,Unknown,23
Student_449,user_449@gmail.com,Automation,22
Student_450,user_450@student.ac.uk,Unknown,15
Student_451,user_451@email.com,Unknown,16
Student_452,user_452@student.ac.uk,Automation,39
Student_453,user_453@gmail.com,Unknown,23
Student_454,user_454@student.ac.uk,Computing,39
Student_455,user_455.email.com,Unknown,29
Student_456,user_456@email.com,Unknown,15
Student_457,user_457@student.ac.uk,Automation,30
Student_458,user_458@student.ac.uk,Business,24
Student_459,user_459@gmail.com,Unknown,38
Student_460,user_460@gmail.com,Automation,29
Student_461,user_461@student.ac.uk,Automation,27
Student_462,user_462@student.ac.uk,Computing,42
Student_463,user_463.email.com,Unknown,22
Student_464,user_464@student.ac.uk,Business,23
Student_465,user_465.email.com,Unknown,45
Student_466,user_466@email.com,Business,14
Student_467,user_467@email.com,Unknown,44
Student_468,user_468.email.com,Computing,28
Student_469,user_469@email.com,Computing,21
Student_470,user_470.email.com,Business,32
Student_471,user_471.email.com,Unknown,20
Student_472,user_472@gmail.com,Unknown,40
Student_473,user_473@student.ac.uk,Unknown,39
Student_474,user_474@gmail.com,Computing,39
Student_475,user_475.email.com,Unknown,39
Student_476,user_476.email.com,Automation,36
Student_477,user_477@gmail.com,Unknown,38
Student_478,user_478@student.ac.uk,Automation,19
Student_479,user_479@email.com,Unknown,31
Student_480,user_480.email.com,Computing,25
Student_481,user_481@student.ac.uk,Automation,20
Student_482,user_482.email.com,Computing,29
Student_483,user_483.email.com,Automation,25
Student_484,user_484@student.ac.uk,Automation,38
Student_485,user_485@email.com,Unknown,35
Student_486,user_486@email.com,Computing,23
Student_487,user_487@email.com,Automation,23
Student_488,user_488.email.com,Automation,28
Student_489,user_489@student.ac.uk,Computing,15
Student_490,user_490@student.ac.uk,Unknown,25
Student_491,user_491@gmail.com,Computing,42
Student_492,user_492@gmail.com,Computing,39
Student_493,user_493@gmail.com,Computing,23
Student_494,user_494@gmail.com,Unknown,40
Student_495,user_495@student.ac.uk,Computing,22
Student_496,user_496@email.com,Business,41
Student_497,user_497@gmail.com,Computing,41
Student_498,user_498@gmail.com,Unknown,31
Student_499,user_499@gmail.com,Computing,24
Student_500,user_500@email.com,Unknown,31
Student_501,user_501@gmail.com,Computing,34
Student_502,user_502@email.com,Computing,30
Student_503,user_503@student.ac.uk,Unknown,19
Student_504,user_504.email.com,Automation,29
Student_505,user_505.email.com,Computing,25
Student_506,user_506@email.com,Business,21
Student_507,user_507@email.com,Unknown,30
Student_508,user_508@gmail.com,Automation,18
Student_509,user_509.email.com,Computing,26
Student_510,user_510@student.ac.uk,Unknown,38
Student_511,user_511@student.ac.uk,Computing,42
Student_512,user_512@email.com,Business,29
Student_513,user_513@student.ac.uk,Business,33
Student_514,user_514@gmail.com,Automation,15
Student_515,user_515.email.com,Computing,45
Student_516,user_516.email.com,Unknown,34
Student_517,user_517@gmail.com,Computing,32
Student_518,user_518@email.com,Computing,16
Student_519,user_519@student.ac.uk,Unknown,34
Student_520,user_520@email.com,Unknown,42
Student_521,user_521@gmail.com,Automation,21
Student_522,user_522.email.com,Unknown,16
Student_523,user_523@email.com,Unknown,40
Student_524,user_524@student.ac.uk,Computing,41
Student_525,user_525@student.ac.uk,Automation,19
Student_526,user_526.email.com,Automation,18
Student_527,user_527@email.com,Unknown,30
Student_528,user_528@gmail.com,Automation,20
Student_529,user_529@email.com,Unknown,20
Student_530,user_530@student.ac.uk,Business,32
Student_531,user_531.email.com,Business,20
Student_532,user_532.email.com,Unknown,34
Student_533,user_533@email.com,Business,36
Student_534,user_534@gmail.com,Unknown,25
Student_535,user_535@student.ac.uk,Computing,33
Student_536,user_536@gmail.com,Business,33
Student_537,user_537.email.com,Business,33
Student_538,user_538.email.com,Automation,23
Student_539,user_539@email.com,Automation,31
Student_540,user_540@student.ac.uk,Automation,45
Student_541,user_541.email.com,Automation,38
Student_542,user_542@email.com,Computing,31
Student_543,user_543.email.com,Computing,29
Student_544,user_544@student.ac.uk,Business,40
Student_545,user_545@email.com,Computing,16
Student_546,user_546@gmail.com,Automation,35
Student_547,user_547.email.com,Computing,43
Student_548,user_548.email.com,Automation,34
Student_549,user_549@gmail.com,Unknown,15
Student_550,user_550@student.ac.uk,Automation,18
Student_551,user_551.email.com,Automation,30
Student_552,user_552@student.ac.uk,Computing,43
Student_553,user_553.email.com,Automation,22
Student_554,user_554@gmail.com,Unknown,28
Student_555,user_555@email.com,Unknown,27
Student_556,user_556@gmail.com,Computing,38
Student_557,user_557@email.com,Business,27
Student_558,user_558@student.ac.uk,Automation,25
Student_559,user_559@student.ac.uk,Business,24
Student_560,user_560@student.ac.uk,Automation,19
Student_561,user_561@student.ac.uk,Automation,33
Student_562,user_562.email.com,Unknown,38
Student_563,user_563@gmail.com,Unknown,32
Student_564,user_564@email.com,Business,32
Student_565,user_565@gmail.com,Computing,19
Student_566,user_566.email.com,Automation,14
Student_567,user_567.email.com,Business,36
Student_568,user_568@gmail.com,Business,38
Student_569,user_569.email.com,Unknown,15
Student_570,user_570@gmail.com,Computing,39
Student_571,user_571@email.com,Unknown,42
Student_572,user_572.email.com,Unknown,24
Student_573,user_573@student.ac.uk,Unknown,23
Student_574,user_574.email.com,Business,42
Student_575,user_575@email.com,Unknown,44
Student_576,user_576@gmail.com,Automation,45
Student_577,user_577@student.ac.uk,Automation,38
Student_578,user_578@gmail.com,Business,42
Student_579,user_579@gmail.com,Unknown,30
Student_580,user_580@gmail.com,Business,35
Student_581,user_581@email.com,Business,39
Student_582,user_582@gmail.com,Automation,22
Student_583,user_583@student.ac.uk,Computing,21
Student_584,user_584@student.ac.uk,Business,37
Student_585,user_585@gmail.com,Business,38
Student_586,user_586@student.ac.uk,Business,17
Student_587,user_587@student.ac.uk,Unknown,27
Student_588,user_588@gmail.com,Unknown,21
Student_589,user_589@gmail.com,Business,14
Student_590,user_590.email.com,Automation,35
Student_591,user_591@email.com,Automation,27
Student_592,user_592@gmail.com,Automation,26
Student_593,user_593@email.com,Business,39
Student_594,user_594@gmail.com,Business,28
Student_595,user_595@student.ac.uk,Unknown,36
Student_596,user_596@email.com,Unknown,22
Student_597,user_597@student.ac.uk,Automation,24
Student_598,user_598@gmail.com,Business,26
Student_599,user_599@student.ac.uk,Business,39
Student_600,user_600@student.ac.uk,Business,33
Student_601,user_601@email.com,Unknown,38
Student_602,user_602@student.ac.uk,Business,37
Student_603,user_603@gmail.com,Automation,24
Student_604,user_604@gmail.com,Automation,25
Student_605,user_605@student.ac.uk,Unknown,43
Student_606,user_606@gmail.com,Unknown,42
Student_607,user_607@email.com,Computing,26
Student_608,user_608.email.com,Business,15
Student_609,user_609@email.com,Business,26
Student_610,user_610@gmail.com,Unknown,36
Student_611,user_611@email.com,Unknown,35
Student_612,user_612.email.com,Unknown,15
Student_613,user_613@student.ac.uk,Unknown,37
Student_614,user_614.email.com,Automation,14
Student_615,user_615@email.com,Automation,38
Student_616,user_616@student.ac.uk,Computing,43
Student_617,user_617.email.com,Automation,26
Student_618,user_618@student.ac.uk,Automation,18
Student_619,user_619@gmail.com,Computing,44
Student_620,user_620@gmail.com,Business,14
Student_621,user_621@gmail.com,Unknown,16
Student_622,user_622@gmail.com,Computing,41
Student_623,user_623.email.com,Business,20
Student_624,user_624@gmail.com,Business,26
Student_625,user_625@gmail.com,Business,17
Student_626,user_626@email.com,Computing,41
Student_627,user_627.email.com,Business,26
Student_628,user_628@gmail.com,Unknown,24
Student_629,user_629@student.ac.uk,Unknown,15
Student_630,user_630@email.com,Computing,37
Student_631,user_631@student.ac.uk,Unknown,43
Student_632,user_632@email.com,Business,23
Student_633,user_633@gmail.com,Business,33
Student_634,user_634@email.com,Computing,16
Student_635,user_635@email.com,Computing,44
Student_636,user_636.email.com,Unknown,31
Student_637,user_637@gmail.com,Unknown,20
Student_638,user_638.email.com,Computing,43
Student_639,user_639.email.com,Unknown,26
Student_640,user_640@student.ac.uk,Unknown,17
Student_641,user_641.email.com,Unknown,18
Student_642,user_642@gmail.com,Automation,32
Student_643,user_643@email.com,Unknown,17
Student_644,user_644@email.com,Unknown,37
Student_645,user_645@gmail.com,Automation,22
Student_646,user_646.email.com,Unknown,45
Student_647,user_647@email.com,Unknown,43
Student_648,user_648@gmail.com,Computing,35
Student_649,user_649@email.com,Automation,15
Student_650,user_650@email.com,Automation,26
Student_651,user_651@email.com,Computing,28
Student_652,user_652.email.com,Unknown,33
Student_653,user_653@gmail.com,Computing,20
Student_654,user_654@email.com,Automation,31
Student_655,user_655.email.com,Unknown,36
Student_656,user_656@email.com,Computing,25
Student_657,user_657@gmail.com,Automation,35
Student_658,user_658@gmail.com,Business,23
Student_659,user_659@email.com,Automation,45
Student_660,user_660@gmail.com,Automation,36
Student_661,user_661@email.com,Automation,25
Student_662,user_662@student.ac.uk,Computing,26
Student_663,user_663@gmail.com,Automation,32
Student_664,user_664.email.com,Unknown,26
Student_665,user_665@gmail.com,Computing,45
Student_666,user_666@student.ac.uk,Automation,29
Student_667,user_667@gmail.com,Computing,20
Student_668,user_668@student.ac.uk,Unknown,33
Student_669,user_669@email.com,Unknown,16
Student_670,user_670@email.com,Computing,22
Student_671,user_671.email.com,Computing,29
Student_672,user_672@student.ac.uk,Automation,18
Student_673,user_673@student.ac.uk,Unknown,36
Student_674,user_674@student.ac.uk,Automation,45
Student_675,user_675@email.com,Computing,43
Student_676,user_676@student.ac.uk,Business,28
Student_677,user_677.email.com,Unknown,28
Student_678,user_678@email.com,Automation,31
Student_679,user_679@email.com,Unknown,43
Student_680,user_680@gmail.com,Business,38
